X;Y;Z;DISTANCE;INTENSITY;POINT_ID;RETURN_ID;AMBIENT;TIMESTAMP
-1.237623119354248047e+01;1.744196510314941406e+01;-1.001358032226562500e-02;2.138675689697265625e+01;1.900000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.602859685531967488e+18
-1.241655540466308594e+01;1.794316101074218750e+01;-1.019477844238281250e-02;2.182035636901855469e+01;1.900000000000000000e+01;1.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;1.602859685531987200e+18
-1.248842620849609375e+01;1.845724868774414062e+01;-1.133632659912109375e-02;2.228521728515625000e+01;1.800000000000000000e+01;2.000000000000000000e+00;0.000000000000000000e+00;4.000000000000000000e+00;1.602859685532004608e+18
-1.241161155700683594e+01;1.881858825683593750e+01;-1.144123077392578125e-02;2.254301452636718750e+01;1.700000000000000000e+01;3.000000000000000000e+00;0.000000000000000000e+00;3.000000000000000000e+00;1.602859685532022272e+18
-1.242825794219970703e+01;1.927885055541992188e+01;-1.258373260498046875e-02;2.293765068054199219e+01;1.700000000000000000e+01;4.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;1.602859685532038144e+18
-1.203458499908447266e+01;1.915896034240722656e+01;-1.238059997558593750e-02;2.262514495849609375e+01;5.000000000000000000e+00;5.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.602859685532054272e+18
-1.173919486999511719e+01;1.962853240966796875e+01;-1.340770721435546875e-02;2.287112045288085938e+01;1.300000000000000000e+01;7.000000000000000000e+00;0.000000000000000000e+00;5.000000000000000000e+00;1.602859685532083456e+18
-5.460320472717285156e+00;9.350601196289062500e+00;-6.783485412597656250e-03;1.082815265655517578e+01;1.400000000000000000e+01;8.000000000000000000e+00;0.000000000000000000e+00;7.000000000000000000e+00;1.602859685532097024e+18
-5.315720558166503906e+00;9.348289489746093750e+00;-6.715774536132812500e-03;1.075395011901855469e+01;1.700000000000000000e+01;9.000000000000000000e+00;0.000000000000000000e+00;1.600000000000000000e+01;1.602859685532110848e+18
-5.202985763549804688e+00;9.384703636169433594e+00;-6.680488586425781250e-03;1.073050594329833984e+01;2.400000000000000000e+01;1.000000000000000000e+01;0.000000000000000000e+00;1.900000000000000000e+01;1.602859685532124160e+18
