X;Y;Z;DISTANCE;INTENSITY;POINT_ID;RETURN_ID;AMBIENT;TIMESTAMP
-1.237907218933105469e+01;1.745913696289062500e+01;-1.002025604248046875e-02;2.140240669250488281e+01;1.900000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.602859694156044800e+18
-1.242507171630859375e+01;1.793733596801757812e+01;-1.019573211669921875e-02;2.182041549682617188e+01;2.000000000000000000e+01;1.000000000000000000e+00;0.000000000000000000e+00;4.000000000000000000e+00;1.602859694156064000e+18
-1.247103881835937500e+01;1.845494842529296875e+01;-1.132965087890625000e-02;2.227357292175292969e+01;1.700000000000000000e+01;2.000000000000000000e+00;0.000000000000000000e+00;3.000000000000000000e+00;1.602859694156082176e+18
-1.250334835052490234e+01;1.893594551086425781e+01;-1.151752471923828125e-02;2.269149398803710938e+01;1.700000000000000000e+01;3.000000000000000000e+00;0.000000000000000000e+00;3.000000000000000000e+00;1.602859694156099072e+18
-1.253006839752197266e+01;1.946419143676757812e+01;-1.269817352294921875e-02;2.314859580993652344e+01;1.800000000000000000e+01;4.000000000000000000e+00;0.000000000000000000e+00;5.000000000000000000e+00;1.602859694156115712e+18
-1.194126224517822266e+01;1.994461441040039062e+01;-1.460266113281250000e-02;2.324610900878906250e+01;1.200000000000000000e+01;7.000000000000000000e+00;0.000000000000000000e+00;5.000000000000000000e+00;1.602859694156160256e+18
-5.418116569519042969e+00;9.289290428161621094e+00;-6.735801696777343750e-03;1.075392723083496094e+01;1.300000000000000000e+01;8.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;1.602859694156174592e+18
-5.310064315795898438e+00;9.342492103576660156e+00;-6.262779235839843750e-03;1.074611473083496094e+01;2.100000000000000000e+01;9.000000000000000000e+00;0.000000000000000000e+00;1.800000000000000000e+01;1.602859694156188672e+18
-5.179305076599121094e+00;9.335335731506347656e+00;-7.090568542480468750e-03;1.067584896087646484e+01;2.200000000000000000e+01;1.000000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+01;1.602859694156201216e+18
-7.331914901733398438e+00;2.547782707214355469e+01;-2.505111694335937500e-02;2.651183319091796875e+01;6.300000000000000000e+01;3.100000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.602859694156428800e+18
-7.074852943420410156e+00;2.563148498535156250e+01;-2.397251129150390625e-02;2.658998107910156250e+01;5.500000000000000000e+01;3.200000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859694156438528e+18
-6.837308883666992188e+00;2.577262115478515625e+01;-2.589511871337890625e-02;2.666415977478027344e+01;4.400000000000000000e+01;3.300000000000000000e+01;0.000000000000000000e+00;5.000000000000000000e+00;1.602859694156447488e+18
-6.552982330322265625e+00;2.579792022705078125e+01;-2.667808532714843750e-02;2.661719322204589844e+01;1.300000000000000000e+01;3.400000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859694156456960e+18
-6.304016113281250000e+00;2.603283119201660156e+01;-2.567863464355468750e-02;2.678524971008300781e+01;8.000000000000000000e+00;3.500000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859694156466432e+18
-6.041200637817382812e+00;2.617919349670410156e+01;-2.558612823486328125e-02;2.686720848083496094e+01;8.000000000000000000e+00;3.600000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859694156475904e+18
-5.838327407836914062e+00;2.647728347778320312e+01;-2.763748168945312500e-02;2.711334228515625000e+01;8.000000000000000000e+00;3.700000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859694156484608e+18
-4.938287734985351562e+00;2.636972999572753906e+01;-2.773284912109375000e-02;2.682815933227539062e+01;6.000000000000000000e+00;4.000000000000000000e+01;0.000000000000000000e+00;6.000000000000000000e+00;1.602859694156511744e+18
-4.711547851562500000e+00;2.668502807617187500e+01;-2.781105041503906250e-02;2.709778976440429688e+01;6.000000000000000000e+00;4.100000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859694156520704e+18
-4.453693389892578125e+00;2.701824188232421875e+01;-2.787780761718750000e-02;2.738286972045898438e+01;5.000000000000000000e+00;4.200000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859694156529664e+18
-3.619227409362792969e+00;2.730811691284179688e+01;-2.928638458251953125e-02;2.754692268371582031e+01;6.000000000000000000e+00;4.500000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.602859694156556032e+18
-3.043360710144042969e+00;2.729572296142578125e+01;-2.780151367187500000e-02;2.746487426757812500e+01;7.000000000000000000e+00;4.700000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859694156573696e+18
-2.498184204101562500e+00;2.780213546752929688e+01;-2.961921691894531250e-02;2.791416358947753906e+01;6.000000000000000000e+00;4.900000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.602859694156591104e+18
4.174327850341796875e-01;2.834852218627929688e+01;-3.075790405273437500e-02;2.835161209106445312e+01;8.000000000000000000e+00;5.900000000000000000e+01;0.000000000000000000e+00;8.000000000000000000e+00;1.602859694156677120e+18
7.275543212890625000e-01;2.827978897094726562e+01;-3.101634979248046875e-02;2.828916358947753906e+01;1.300000000000000000e+01;6.000000000000000000e+01;0.000000000000000000e+00;5.000000000000000000e+00;1.602859694156685824e+18
