X;Y;Z;DISTANCE;INTENSITY;POINT_ID;RETURN_ID;AMBIENT;TIMESTAMP
-1.238601016998291016e+01;1.747331619262695312e+01;-1.002693176269531250e-02;2.141798591613769531e+01;2.000000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.602859684299956992e+18
-1.239847850799560547e+01;1.790346527099609375e+01;-1.017570495605468750e-02;2.177742958068847656e+01;1.800000000000000000e+01;1.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.602859684299975680e+18
-1.247497653961181641e+01;1.846640396118164062e+01;-1.039028167724609375e-02;2.228526878356933594e+01;1.700000000000000000e+01;2.000000000000000000e+00;0.000000000000000000e+00;3.000000000000000000e+00;1.602859684299994368e+18
-1.237516307830810547e+01;1.875854110717773438e+01;-1.140594482421875000e-02;2.247282028198242188e+01;1.700000000000000000e+01;3.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.602859684300010752e+18
-1.241781902313232422e+01;1.929476928710937500e+01;-1.258659362792968750e-02;2.294538116455078125e+01;1.700000000000000000e+01;4.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;1.602859684300027904e+18
-1.211156654357910156e+01;1.927654647827148438e+01;-1.245784759521484375e-02;2.276566314697265625e+01;5.000000000000000000e+00;5.000000000000000000e+00;0.000000000000000000e+00;4.000000000000000000e+00;1.602859684300042752e+18
-1.176530933380126953e+01;1.965841674804687500e+01;-1.439094543457031250e-02;2.291017341613769531e+01;1.700000000000000000e+01;7.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;1.602859684300071936e+18
-5.430837631225585938e+00;9.313544273376464844e+00;-6.752967834472656250e-03;1.078128719329833984e+01;1.300000000000000000e+01;8.000000000000000000e+00;0.000000000000000000e+00;1.300000000000000000e+01;1.602859684300086528e+18
-5.212279319763183594e+00;9.155485153198242188e+00;-6.580352783203125000e-03;1.053521728515625000e+01;1.700000000000000000e+01;9.000000000000000000e+00;0.000000000000000000e+00;1.300000000000000000e+01;1.602859684300099584e+18
-5.186428070068359375e+00;9.358129501342773438e+00;-7.104873657226562500e-03;1.069923686981201172e+01;2.600000000000000000e+01;1.000000000000000000e+01;0.000000000000000000e+00;1.300000000000000000e+01;1.602859684300113152e+18
