X;Y;Z;DISTANCE;INTENSITY;POINT_ID;RETURN_ID;AMBIENT;TIMESTAMP
-1.239573192596435547e+01;1.747603988647460938e+01;-1.003074645996093750e-02;2.142583084106445312e+01;1.800000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.602859675675878912e+18
-1.241933536529541016e+01;1.794130706787109375e+01;-9.267807006835937500e-03;2.182041358947753906e+01;1.700000000000000000e+01;1.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;1.602859675675898624e+18
-1.244145202636718750e+01;1.840882873535156250e+01;-1.130199432373046875e-02;2.221879386901855469e+01;1.800000000000000000e+01;2.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;1.602859675675916288e+18
-1.239572811126708984e+01;1.877295684814453125e+01;-1.141834259033203125e-02;2.249617958068847656e+01;1.700000000000000000e+01;3.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.602859675675933184e+18
-1.249518775939941406e+01;1.940752410888671875e+01;-1.266193389892578125e-02;2.308206748962402344e+01;1.700000000000000000e+01;4.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.602859675675949824e+18
-1.229825592041015625e+01;1.955603599548339844e+01;-1.264286041259765625e-02;2.310164070129394531e+01;6.000000000000000000e+00;5.000000000000000000e+00;0.000000000000000000e+00;3.000000000000000000e+00;1.602859675675965184e+18
-1.184224796295166016e+01;1.978536224365234375e+01;-1.351833343505859375e-02;2.305861091613769531e+01;1.500000000000000000e+01;7.000000000000000000e+00;0.000000000000000000e+00;3.000000000000000000e+00;1.602859675675994624e+18
-5.420611381530761719e+00;9.292347908020019531e+00;-6.737709045410156250e-03;1.075782489776611328e+01;1.300000000000000000e+01;8.000000000000000000e+00;0.000000000000000000e+00;3.000000000000000000e+00;1.602859675676008704e+18
-5.310812950134277344e+00;9.342127799987792969e+00;-6.711006164550781250e-03;1.074616813659667969e+01;1.900000000000000000e+01;9.000000000000000000e+00;0.000000000000000000e+00;1.600000000000000000e+01;1.602859675676022528e+18
-5.177062988281250000e+00;9.327570915222167969e+00;-7.085800170898437500e-03;1.066797161102294922e+01;2.200000000000000000e+01;1.000000000000000000e+01;0.000000000000000000e+00;1.600000000000000000e+01;1.602859675676035328e+18
-7.333636283874511719e+00;2.545692062377929688e+01;-2.503585815429687500e-02;2.649221801757812500e+01;5.600000000000000000e+01;3.100000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859675676262912e+18
-7.075385093688964844e+00;2.562318038940429688e+01;-2.496623992919921875e-02;2.658211898803710938e+01;5.300000000000000000e+01;3.200000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859675676272640e+18
-6.817176818847656250e+00;2.576992416381835938e+01;-2.388477325439453125e-02;2.665639686584472656e+01;4.900000000000000000e+01;3.300000000000000000e+01;0.000000000000000000e+00;1.000000000000000000e+00;1.602859675676282368e+18
-6.525452613830566406e+00;2.567595863342285156e+01;-2.557086944580078125e-02;2.649220657348632812e+01;1.700000000000000000e+01;3.400000000000000000e+01;0.000000000000000000e+00;5.000000000000000000e+00;1.602859675676291072e+18
-6.263800621032714844e+00;2.586172485351562500e+01;-2.551078796386718750e-02;2.660948371887207031e+01;1.300000000000000000e+01;3.500000000000000000e+01;0.000000000000000000e+00;5.000000000000000000e+00;1.602859675676300544e+18
-6.032957077026367188e+00;2.613298797607421875e+01;-2.554225921630859375e-02;2.682033348083496094e+01;6.000000000000000000e+00;3.600000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;1.602859675676310016e+18
-5.909803390502929688e+00;2.681349563598632812e+01;-2.698516845703125000e-02;2.745705795288085938e+01;6.000000000000000000e+00;3.700000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.602859675676318720e+18
-5.710090637207031250e+00;2.735571670532226562e+01;-2.726745605468750000e-02;2.794532394409179688e+01;6.000000000000000000e+00;3.800000000000000000e+01;0.000000000000000000e+00;5.000000000000000000e+00;1.602859675676327936e+18
-5.199705123901367188e+00;2.630354118347167969e+01;-2.597904205322265625e-02;2.681256866455078125e+01;6.000000000000000000e+00;3.900000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859675676336896e+18
-2.534151077270507812e+00;2.819101905822753906e+01;-3.003406524658203125e-02;2.830470657348632812e+01;6.000000000000000000e+00;4.900000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859675676425216e+18
4.192171096801757812e-01;2.834854888916015625e+01;-3.075981140136718750e-02;2.835166549682617188e+01;7.000000000000000000e+00;5.900000000000000000e+01;0.000000000000000000e+00;5.000000000000000000e+00;1.602859675676511232e+18
7.291526794433593750e-01;2.837738800048828125e+01;-3.112220764160156250e-02;2.838677215576171875e+01;1.300000000000000000e+01;6.000000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859675676519680e+18
1.014219284057617188e+00;2.787999534606933594e+01;-3.001213073730468750e-02;2.789845275878906250e+01;1.300000000000000000e+01;6.100000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859675676528640e+18
1.223730087280273438e+00;2.606511878967285156e+01;-2.667522430419921875e-02;2.609384346008300781e+01;8.000000000000000000e+00;6.200000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859675676537344e+18
1.331829071044921875e+00;2.350924682617187500e+01;-2.580165863037109375e-02;2.354695510864257812e+01;1.300000000000000000e+01;6.300000000000000000e+01;0.000000000000000000e+00;1.000000000000000000e+00;1.602859675676545536e+18
1.448585510253906250e+00;2.140416526794433594e+01;-2.303791046142578125e-02;2.145314025878906250e+01;6.000000000000000000e+00;6.400000000000000000e+01;0.000000000000000000e+00;1.000000000000000000e+00;1.602859675676553984e+18
1.529331207275390625e+00;1.954967880249023438e+01;-2.124977111816406250e-02;1.960941696166992188e+01;1.300000000000000000e+01;6.500000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;1.602859675676562944e+18
1.653610229492187500e+00;1.871229553222656250e+01;-1.990795135498046875e-02;1.878522872924804688e+01;1.300000000000000000e+01;6.600000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.602859675676571136e+18
1.800483703613281250e+00;1.824735260009765625e+01;-1.959705352783203125e-02;1.833597564697265625e+01;1.600000000000000000e+01;6.700000000000000000e+01;0.000000000000000000e+00;5.000000000000000000e+00;1.602859675676579840e+18
1.909700393676757812e+00;1.741516876220703125e+01;-1.889038085937500000e-02;1.751957321166992188e+01;1.600000000000000000e+01;6.800000000000000000e+01;0.000000000000000000e+00;2.100000000000000000e+01;1.602859675676588544e+18
1.861243247985839844e+00;1.545869064331054688e+01;-1.640129089355468750e-02;1.557034397125244141e+01;1.700000000000000000e+01;6.900000000000000000e+01;0.000000000000000000e+00;1.800000000000000000e+01;1.602859675676597248e+18
2.009341239929199219e+00;1.539679718017578125e+01;-1.701450347900390625e-02;1.552736663818359375e+01;1.700000000000000000e+01;7.000000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+01;1.602859675676605696e+18
2.353204727172851562e+00;1.665885543823242188e+01;-1.800346374511718750e-02;1.682424926757812500e+01;1.500000000000000000e+01;7.100000000000000000e+01;0.000000000000000000e+00;1.100000000000000000e+01;1.602859675676614400e+18
2.704522132873535156e+00;1.779574012756347656e+01;-1.878547668457031250e-02;1.800008773803710938e+01;1.100000000000000000e+01;7.200000000000000000e+01;0.000000000000000000e+00;1.400000000000000000e+01;1.602859675676623104e+18
3.042454719543457031e+00;1.869154739379882812e+01;-1.925182342529296875e-02;1.893755149841308594e+01;6.000000000000000000e+00;7.300000000000000000e+01;0.000000000000000000e+00;1.000000000000000000e+01;1.602859675676632064e+18
4.138102531433105469e+00;2.391018104553222656e+01;-2.570247650146484375e-02;2.426564025878906250e+01;1.100000000000000000e+01;7.400000000000000000e+01;0.000000000000000000e+00;7.000000000000000000e+00;1.602859675676640512e+18
4.126617431640625000e+00;2.242028427124023438e+01;-2.432632446289062500e-02;2.279690170288085938e+01;1.300000000000000000e+01;7.500000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859675676649472e+18
3.980017662048339844e+00;2.041650009155273438e+01;-2.161026000976562500e-02;2.080082893371582031e+01;8.000000000000000000e+00;7.600000000000000000e+01;0.000000000000000000e+00;8.000000000000000000e+00;1.602859675676658432e+18
4.042070388793945312e+00;1.968706512451171875e+01;-2.029323577880859375e-02;2.009774398803710938e+01;1.700000000000000000e+01;7.700000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.602859675676666880e+18
4.030710220336914062e+00;1.865546226501464844e+01;-1.940155029296875000e-02;1.908594512939453125e+01;1.700000000000000000e+01;7.800000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859675676675840e+18
4.128591537475585938e+00;1.816566467285156250e+01;-1.906681060791015625e-02;1.862892913818359375e+01;2.600000000000000000e+01;7.900000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859675676684800e+18
4.210043907165527344e+00;1.766948699951171875e+01;-1.804351806640625000e-02;1.816412925720214844e+01;2.400000000000000000e+01;8.000000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859675676694016e+18
4.363175392150878906e+00;1.752356147766113281e+01;-1.804924011230468750e-02;1.805859375000000000e+01;4.800000000000000000e+01;8.100000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;1.602859675676702720e+18
4.555887222290039062e+00;1.752290344238281250e+01;-1.820755004882812500e-02;1.810548400878906250e+01;4.300000000000000000e+01;8.200000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859675676711680e+18
4.743945121765136719e+00;1.749316787719726562e+01;-1.765823364257812500e-02;1.812501716613769531e+01;4.600000000000000000e+01;8.300000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.602859675676720896e+18
4.912531852722167969e+00;1.739380836486816406e+01;-1.703166961669921875e-02;1.807423019409179688e+01;4.400000000000000000e+01;8.400000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.602859675676730368e+18
5.071483612060546875e+00;1.729523468017578125e+01;-1.776123046875000000e-02;1.802346801757812500e+01;4.600000000000000000e+01;8.500000000000000000e+01;0.000000000000000000e+00;1.000000000000000000e+00;1.602859675676739328e+18
5.221097946166992188e+00;1.714049911499023438e+01;-1.707363128662109375e-02;1.791806030273437500e+01;5.100000000000000000e+01;8.600000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.602859675676748544e+18
5.376151084899902344e+00;1.701467514038085938e+01;-1.641178131103515625e-02;1.784383392333984375e+01;4.400000000000000000e+01;8.700000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859675676758016e+18
5.512521743774414062e+00;1.685174560546875000e+01;-1.639175415039062500e-02;1.773046875000000000e+01;4.200000000000000000e+01;8.800000000000000000e+01;0.000000000000000000e+00;5.000000000000000000e+00;1.602859675676767232e+18
5.670846939086914062e+00;1.674149131774902344e+01;-1.642704010009765625e-02;1.767586708068847656e+01;4.600000000000000000e+01;8.900000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859675676776960e+18
5.772989273071289062e+00;1.647901535034179688e+01;-1.630973815917968750e-02;1.746097373962402344e+01;2.300000000000000000e+01;9.000000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859675676786432e+18
5.843263626098632812e+00;1.615968894958496094e+01;-1.545524597167968750e-02;1.718369865417480469e+01;4.300000000000000000e+01;9.100000000000000000e+01;0.000000000000000000e+00;5.000000000000000000e+00;1.602859675676795904e+18
6.022981643676757812e+00;1.613934326171875000e+01;-1.556682586669921875e-02;1.722657775878906250e+01;4.800000000000000000e+01;9.200000000000000000e+01;0.000000000000000000e+00;1.000000000000000000e+00;1.602859675676805632e+18
6.218800544738769531e+00;1.614456748962402344e+01;-1.502418518066406250e-02;1.730088996887207031e+01;5.100000000000000000e+01;9.300000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859675676815616e+18
