X;Y;Z;DISTANCE;INTENSITY;POINT_ID;RETURN_ID;AMBIENT;TIMESTAMP
-1.236999320983886719e+01;1.745602226257324219e+01;-9.104728698730468750e-03;2.139461517333984375e+01;2.200000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;3.000000000000000000e+00;1.602859678961242624e+18
-1.241099739074707031e+01;1.793286132812500000e+01;-1.019001007080078125e-02;2.180872535705566406e+01;1.700000000000000000e+01;1.000000000000000000e+00;0.000000000000000000e+00;4.000000000000000000e+00;1.602859678961261312e+18
-1.231116867065429688e+01;1.819988822937011719e+01;-1.117801666259765625e-02;2.197273063659667969e+01;1.700000000000000000e+01;2.000000000000000000e+00;0.000000000000000000e+00;5.000000000000000000e+00;1.602859678961278976e+18
-1.250738525390625000e+01;1.896138381958007812e+01;-1.152801513671875000e-02;2.271494865417480469e+01;1.700000000000000000e+01;3.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;1.602859678961296384e+18
-1.243019199371337891e+01;1.928679275512695312e+01;-1.258754730224609375e-02;2.294537353515625000e+01;1.700000000000000000e+01;4.000000000000000000e+00;0.000000000000000000e+00;5.000000000000000000e+00;1.602859678961312256e+18
-1.183255958557128906e+01;1.978206253051757812e+01;-1.351261138916015625e-02;2.305080604553222656e+01;1.600000000000000000e+01;7.000000000000000000e+00;0.000000000000000000e+00;6.000000000000000000e+00;1.602859678961357568e+18
-5.382782936096191406e+00;9.219475746154785156e+00;-6.241798400878906250e-03;1.067581939697265625e+01;1.700000000000000000e+01;8.000000000000000000e+00;0.000000000000000000e+00;5.000000000000000000e+00;1.602859678961371392e+18
-5.337485313415527344e+00;9.385326385498046875e+00;-6.742477416992187500e-03;1.079690456390380859e+01;1.900000000000000000e+01;9.000000000000000000e+00;0.000000000000000000e+00;1.800000000000000000e+01;1.602859678961384960e+18
-5.173851013183593750e+00;9.338365554809570312e+00;-6.646156311035156250e-03;1.067585372924804688e+01;2.200000000000000000e+01;1.000000000000000000e+01;0.000000000000000000e+00;2.200000000000000000e+01;1.602859678961398528e+18
-7.325540542602539062e+00;2.547561264038085938e+01;-2.303981781005859375e-02;2.650794029235839844e+01;7.300000000000000000e+01;3.100000000000000000e+01;0.000000000000000000e+00;5.000000000000000000e+00;1.602859678961626112e+18
-7.095520973205566406e+00;2.561760902404785156e+01;-2.497673034667968750e-02;2.658211708068847656e+01;5.800000000000000000e+01;3.200000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859678961635072e+18
-6.820093154907226562e+00;2.576092720031738281e+01;-2.487659454345703125e-02;2.664844512939453125e+01;5.900000000000000000e+01;3.300000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859678961644800e+18
-6.538508415222167969e+00;2.582587242126464844e+01;-2.471065521240234375e-02;2.664072799682617188e+01;1.500000000000000000e+01;3.400000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859678961654272e+18
-6.301329612731933594e+00;2.594497108459472656e+01;-2.659225463867187500e-02;2.669923210144042969e+01;6.000000000000000000e+00;3.500000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859678961662976e+18
-5.730301856994628906e+00;2.608516502380371094e+01;-2.623653411865234375e-02;2.670716857910156250e+01;6.000000000000000000e+00;3.700000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.602859678961681664e+18
