X;Y;Z;DISTANCE;INTENSITY;POINT_ID;RETURN_ID;AMBIENT;TIMESTAMP
-1.234684467315673828e+01;1.740055084228515625e+01;-9.989738464355468750e-03;2.133597564697265625e+01;1.700000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.602859681835934208e+18
-1.242544651031494141e+01;1.795600891113281250e+01;-1.020240783691406250e-02;2.183598136901855469e+01;1.700000000000000000e+01;1.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;1.602859681835953920e+18
-1.246331119537353516e+01;1.842246627807617188e+01;-1.131439208984375000e-02;2.224233627319335938e+01;1.900000000000000000e+01;2.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.602859681835971328e+18
-1.241806316375732422e+01;1.882837104797363281e+01;-1.144695281982421875e-02;2.255473327636718750e+01;1.700000000000000000e+01;3.000000000000000000e+00;0.000000000000000000e+00;4.000000000000000000e+00;1.602859681835988992e+18
-1.252138519287109375e+01;1.942331123352050781e+01;-1.267814636230468750e-02;2.310952758789062500e+01;2.100000000000000000e+01;4.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.602859681836004864e+18
-1.175924491882324219e+01;1.966205596923828125e+01;-1.343059539794921875e-02;2.291018295288085938e+01;1.700000000000000000e+01;7.000000000000000000e+00;0.000000000000000000e+00;7.000000000000000000e+00;1.602859681836050176e+18
-5.467668533325195312e+00;9.364413261413574219e+00;-6.793022155761718750e-03;1.084378528594970703e+01;1.300000000000000000e+01;8.000000000000000000e+00;0.000000000000000000e+00;5.000000000000000000e+00;1.602859681836063744e+18
-5.215314865112304688e+00;9.171714782714843750e+00;-6.588935852050781250e-03;1.055082511901855469e+01;1.700000000000000000e+01;9.000000000000000000e+00;0.000000000000000000e+00;1.700000000000000000e+01;1.602859681836077568e+18
-5.192411422729492188e+00;9.372666358947753906e+00;-7.115364074707031250e-03;1.071485233306884766e+01;2.000000000000000000e+01;1.000000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+01;1.602859681836091136e+18
-7.339589118957519531e+00;2.545519256591796875e+01;-2.503967285156250000e-02;2.649220657348632812e+01;6.000000000000000000e+01;3.100000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.602859681836318208e+18
