X;Y;Z;DISTANCE;INTENSITY;POINT_ID;RETURN_ID;AMBIENT;TIMESTAMP
-1.224206447601318359e+01;1.726897811889648438e+01;-9.008407592773437500e-03;2.116803741455078125e+01;1.700000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.602859826802568960e+18
-1.235601139068603516e+01;1.783313369750976562e+01;-1.013755798339843750e-02;2.169543266296386719e+01;1.700000000000000000e+01;1.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;1.602859826802587904e+18
-1.244758415222167969e+01;1.842351913452148438e+01;-1.036643981933593750e-02;2.223439979553222656e+01;1.800000000000000000e+01;2.000000000000000000e+00;0.000000000000000000e+00;4.000000000000000000e+00;1.602859826802606336e+18
-1.249140357971191406e+01;1.892509078979492188e+01;-1.150894165039062500e-02;2.267585372924804688e+01;1.700000000000000000e+01;3.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;1.602859826802622976e+18
-1.254466152191162109e+01;1.949185562133789062e+01;-1.271438598632812500e-02;2.317975616455078125e+01;1.700000000000000000e+01;4.000000000000000000e+00;0.000000000000000000e+00;6.000000000000000000e+00;1.602859826802639872e+18
-1.202913665771484375e+01;1.913453674316406250e+01;-1.331996917724609375e-02;2.260156631469726562e+01;7.000000000000000000e+00;5.000000000000000000e+00;0.000000000000000000e+00;3.000000000000000000e+00;1.602859826802654976e+18
-1.187444686889648438e+01;1.982526397705078125e+01;-1.451778411865234375e-02;2.310938835144042969e+01;1.400000000000000000e+01;7.000000000000000000e+00;0.000000000000000000e+00;5.000000000000000000e+00;1.602859826802684416e+18
-5.386104583740234375e+00;9.235617637634277344e+00;-6.696701049804687500e-03;1.069143581390380859e+01;1.700000000000000000e+01;8.000000000000000000e+00;0.000000000000000000e+00;2.000000000000000000e+00;1.602859826802698752e+18
-5.223323822021484375e+00;9.176096916198730469e+00;-6.594657897949218750e-03;1.055859375000000000e+01;1.700000000000000000e+01;9.000000000000000000e+00;0.000000000000000000e+00;1.700000000000000000e+01;1.602859826802711808e+18
-5.183194160461425781e+00;9.351050376892089844e+00;-7.100105285644531250e-03;1.069147777557373047e+01;2.500000000000000000e+01;1.000000000000000000e+01;0.000000000000000000e+00;2.400000000000000000e+01;1.602859826802725376e+18
-7.326284408569335938e+00;2.546722793579101562e+01;-2.503871917724609375e-02;2.650008964538574219e+01;6.000000000000000000e+01;3.100000000000000000e+01;0.000000000000000000e+00;5.000000000000000000e+00;1.602859826802952960e+18
-7.070409774780273438e+00;2.562461853027343750e+01;-2.396392822265625000e-02;2.658218002319335938e+01;5.400000000000000000e+01;3.200000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859826802962688e+18
-6.837987899780273438e+00;2.575618743896484375e+01;-2.588272094726562500e-02;2.664845085144042969e+01;5.500000000000000000e+01;3.300000000000000000e+01;0.000000000000000000e+00;1.000000000000000000e+00;1.602859826802971648e+18
-6.505006790161132812e+00;2.567310714721679688e+01;-2.555179595947265625e-02;2.648441505432128906e+01;1.700000000000000000e+01;3.400000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;1.602859826802981120e+18
-6.309750556945800781e+00;2.606764411926269531e+01;-2.472114562988281250e-02;2.682043266296386719e+01;8.000000000000000000e+00;3.500000000000000000e+01;0.000000000000000000e+00;1.000000000000000000e+00;1.602859826802990592e+18
-5.570378303527832031e+00;2.670252609252929688e+01;-2.760028839111328125e-02;2.727736663818359375e+01;8.000000000000000000e+00;3.800000000000000000e+01;0.000000000000000000e+00;4.000000000000000000e+00;1.602859826803017984e+18
